experiment.name,experiment.seed,training.epochs,training.batch_size,training.threads,training.val_split,training.autotune,dataset.manifest,dataset.filters.include_negatives,dataset.filters.balance,dataset.filters.max_per_class,dataset.filters.quality,dataset.filters.call_type,dataset.filters.source_root,dataset.filters.splits,dataset.filters.manifest,dataset.filters.seed,dataset.counts_selected.pos,dataset.counts_selected.neg,dataset.breakdown_selected.positive_quality.high,dataset.breakdown_selected.positive_quality.medium,dataset.breakdown_selected.positive_call_type.growl,dataset.breakdown_selected.positive_call_type.grunt,dataset.breakdown_selected.negative_total,metrics.iid.default_0.5.threshold,metrics.iid.default_0.5.precision,metrics.iid.default_0.5.recall,metrics.iid.default_0.5.f1,metrics.iid.default_0.5.accuracy,metrics.iid.default_0.5.tp,metrics.iid.default_0.5.fp,metrics.iid.default_0.5.fn,metrics.iid.default_0.5.tn,metrics.iid.best_f1.threshold,metrics.iid.best_f1.precision,metrics.iid.best_f1.recall,metrics.iid.best_f1.f1,metrics.iid.best_f1.accuracy,metrics.iid.best_f1.tp,metrics.iid.best_f1.fp,metrics.iid.best_f1.fn,metrics.iid.best_f1.tn,metrics.iid.high_precision.threshold,metrics.iid.high_precision.precision,metrics.iid.high_precision.recall,metrics.iid.high_precision.f1,metrics.iid.high_precision.accuracy,metrics.iid.high_precision.tp,metrics.iid.high_precision.fp,metrics.iid.high_precision.fn,metrics.iid.high_precision.tn,metrics.iid.auroc,metrics.iid.auprc,metrics.ood.default_0.5.threshold,metrics.ood.default_0.5.precision,metrics.ood.default_0.5.recall,metrics.ood.default_0.5.f1,metrics.ood.default_0.5.accuracy,metrics.ood.default_0.5.tp,metrics.ood.default_0.5.fp,metrics.ood.default_0.5.fn,metrics.ood.default_0.5.tn,metrics.ood.best_f1.threshold,metrics.ood.best_f1.precision,metrics.ood.best_f1.recall,metrics.ood.best_f1.f1,metrics.ood.best_f1.accuracy,metrics.ood.best_f1.tp,metrics.ood.best_f1.fp,metrics.ood.best_f1.fn,metrics.ood.best_f1.tn,metrics.ood.high_precision.threshold,metrics.ood.high_precision.precision,metrics.ood.high_precision.recall,metrics.ood.high_precision.f1,metrics.ood.high_precision.accuracy,metrics.ood.high_precision.tp,metrics.ood.high_precision.fp,metrics.ood.high_precision.fn,metrics.ood.high_precision.tn,metrics.ood.auroc,metrics.ood.auprc,metadata.timestamp,metadata.git_commit,metadata.hostname,metadata.user,__exp_path,metrics.iid.high_precision,training_args.fmin,training_args.fmax,analyzer_args.fmin,analyzer_args.fmax,analyzer_args.sensitivity,dataset.breakdown_selected.positive_quality.low,dataset.breakdown_selected.positive_call_type.both,metrics.ood.high_precision,training_args.overlap,analyzer_args.overlap,training_args.focal-loss,training_args.focal-loss-gamma,training_args.focal-loss-alpha,training_args.learning_rate,training.dropout,training_args.hidden_units,training_args.mixup,training_args.dropout,training_args.label_smoothing,training_args.upsampling_mode,training_args.upsampling_ratio
stage3_011,456,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,456,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.651,0,0,955,1780,1.0,0.47,0.986,0.637,0.607,942,1062,13,718,,,,,,,,,,0.707,0.856,0.5,0.0,0.0,0.0,0.458,0,0,1900,1604,1.0,0.617,0.992,0.761,0.661,1885,1172,15,432,,,,,,,,,,0.614,0.68,2025-09-27T07:51:05.880890Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage3_011,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,linear,0.1
stage3_012,789,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,789,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.658,0,0,981,1884,1.0,0.496,0.976,0.658,0.652,957,973,24,911,,,,,,,,,,0.67,0.845,0.5,0.0,0.0,0.0,0.465,0,0,1874,1629,1.0,0.661,0.989,0.793,0.723,1854,949,20,680,,,,,,,,,,0.669,0.749,2025-09-27T08:09:19.931785Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage3_012,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,linear,0.1
stage3_013,123,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.66,0,0,988,1921,1.0,0.562,0.865,0.682,0.725,855,666,133,1255,,,,,,,,,,0.74,0.844,0.5,0.0,0.0,0.0,0.464,0,0,2155,1863,1.0,0.694,0.852,0.765,0.719,1835,810,320,1053,,,,,,,,,,0.702,0.674,2025-09-27T08:27:40.390925Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage3_013,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,repeat,0.2
stage3_014,456,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,456,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.671,0,0,950,1936,1.0,0.532,0.389,0.45,0.686,370,326,580,1610,,,,,,,,,,0.605,0.728,0.5,0.0,0.0,0.0,0.477,0,0,1837,1678,1.0,0.621,0.14,0.228,0.506,257,157,1580,1521,,,,,,,,,,0.523,0.49,2025-09-27T08:45:32.569709Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage3_014,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,repeat,0.2
stage3_015,789,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,789,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.664,0,0,1194,2356,0.95,0.449,0.663,0.535,0.613,792,973,402,1383,,,,,,,,,,0.708,0.862,0.5,0.0,0.0,0.0,0.465,0,0,2385,2075,1.0,0.55,1.0,0.71,0.562,2385,1953,0,122,,,,,,,,,,0.671,0.742,2025-09-27T09:03:48.196332Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage3_015,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,repeat,0.2
stage3_016,123,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.798,0,0,393,1555,1.0,0.682,0.959,0.797,0.901,377,176,16,1379,,,,,,,,,,0.933,0.979,0.5,0.0,0.0,0.0,0.779,0,0,324,1145,1.0,0.71,0.944,0.811,0.903,306,125,18,1020,,,,,,,,,,0.929,0.973,2025-09-27T09:21:34.974569Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage3_016,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,linear,0.2
stage3_017,456,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,456,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.676,0,0,1009,2109,1.0,0.412,0.724,0.525,0.576,731,1045,278,1064,,,,,,,,,,0.625,0.76,0.5,0.0,0.0,0.0,0.478,0,0,1914,1756,1.0,0.5,0.338,0.403,0.478,647,647,1267,1109,,,,,,,,,,0.497,0.474,2025-09-27T09:39:40.733444Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage3_017,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,linear,0.2
stage3_018,789,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,789,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.671,0,0,718,1464,1.0,0.539,1.0,0.7,0.718,718,615,0,849,,,,,,,,,,0.865,0.946,0.5,0.0,0.0,0.0,0.529,0,0,1147,1288,1.0,0.651,1.0,0.788,0.747,1147,616,0,672,,,,,,,,,,0.854,0.909,2025-09-27T09:57:22.393714Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage3_018,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,linear,0.2
stage3_019,123,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.803,0,0,284,1159,1.0,0.686,0.894,0.777,0.899,254,116,30,1043,,,,,,,,,,0.906,0.965,0.5,0.0,0.0,0.0,0.856,0,0,155,918,1.0,0.634,0.961,0.764,0.914,149,86,6,832,0.55,1.0,0.032,0.062,0.86,5.0,0.0,150.0,918.0,0.954,0.989,2025-09-27T10:14:53.038373Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage3_019,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,repeat,0.3
stage3_020,456,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,456,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.69,0,0,848,1891,1.0,0.561,0.981,0.714,0.757,832,650,16,1241,,,,,,,,,,0.819,0.924,0.5,0.0,0.0,0.0,0.489,0,0,1778,1700,1.0,0.687,0.881,0.772,0.734,1567,715,211,985,,,,,,,,,,0.722,0.723,2025-09-27T10:33:04.007221Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage3_020,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,repeat,0.3
stage3_021,789,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,789,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.617,0,0,818,1318,1.0,0.487,0.996,0.654,0.596,815,859,3,459,,,,,,,,,,0.811,0.903,0.5,0.0,0.0,0.0,0.443,0,0,1692,1344,1.0,0.606,0.992,0.752,0.635,1678,1093,14,251,,,,,,,,,,0.687,0.709,2025-09-27T10:51:13.934862Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage3_021,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,repeat,0.3
stage3_022,123,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.66,0,0,905,1760,1.0,0.386,0.365,0.375,0.587,330,525,575,1235,,,,,,,,,,0.522,0.675,0.5,0.0,0.0,0.0,0.482,0,0,1812,1687,1.0,0.457,0.152,0.228,0.467,275,327,1537,1360,,,,,,,,,,0.478,0.471,2025-09-27T11:09:38.949842Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage3_022,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,linear,0.3
stage3_023,456,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,456,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.664,0,0,869,1714,0.9,0.479,0.971,0.641,0.635,844,919,25,795,,,,,,,,,,0.721,0.873,0.5,0.0,0.0,0.0,0.461,0,0,1839,1573,0.95,0.575,0.91,0.705,0.589,1674,1239,165,334,,,,,,,,,,0.61,0.6,2025-09-27T11:27:52.026258Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage3_023,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,linear,0.3
stage3_024,789,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,789,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.687,0,0,745,1635,0.95,0.602,0.936,0.733,0.786,697,461,48,1174,,,,,,,,,,0.834,0.937,0.5,0.0,0.0,0.0,0.489,0,0,1400,1342,0.95,0.735,0.911,0.814,0.787,1276,460,124,882,,,,,,,,,,0.802,0.863,2025-09-27T11:45:49.498871Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage3_024,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,linear,0.3
stage3_025,123,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.712,0,0,884,2190,0.95,0.377,0.669,0.482,0.588,591,975,293,1215,,,,,,,,,,0.652,0.863,0.5,0.0,0.0,0.0,0.487,0,0,1880,1784,1.0,0.52,1.0,0.685,0.527,1880,1732,0,52,,,,,,,,,,0.652,0.743,2025-09-27T12:04:00.953750Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage3_025,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,repeat,0.4
stage3_026,456,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,456,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.618,0,0,1188,1919,1.0,0.63,0.932,0.752,0.765,1107,650,81,1269,,,,,,,,,,0.795,0.87,0.5,0.0,0.0,0.0,0.478,0,0,1824,1673,1.0,0.706,0.916,0.797,0.757,1670,696,154,977,,,,,,,,,,0.711,0.734,2025-09-27T12:22:11.567467Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage3_026,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,repeat,0.4
stage3_027,789,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,789,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.664,0,0,1120,2214,1.0,0.496,0.996,0.662,0.658,1116,1136,4,1078,,,,,,,,,,0.78,0.897,0.5,0.0,0.0,0.0,0.432,0,0,2487,1889,1.0,0.705,0.996,0.826,0.761,2478,1037,9,852,,,,,,,,,,0.714,0.764,2025-09-27T12:40:18.251778Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage3_027,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,repeat,0.4
stage3_028,123,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.727,0,0,925,2461,1.0,0.37,0.73,0.491,0.587,675,1147,250,1314,,,,,,,,,,0.657,0.813,0.5,0.0,0.0,0.0,0.525,0,0,1897,2100,1.0,0.593,0.714,0.648,0.631,1355,931,542,1169,,,,,,,,,,0.649,0.642,2025-09-27T12:58:11.585544Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage3_028,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,linear,0.4
